GameID,Gender,Season,DayNum,GameType,isRegularSeason,isTourney,HasBoxscore,WTeamID,LTeamID,WScore,LScore,ScoreDiff,TotalScore,WLoc,NeutralSite,WHome,WAway,LHome,LAway,NumOT,WSeed,WSeedNum,WSeedRegion,LSeed,LSeedNum,LSeedRegion,WCoachName,LCoachName,WMasseyMeanRank,WMasseyMedianRank,WMasseyBestRank,WMasseyWorstRank,LMasseyMeanRank,LMasseyMedianRank,LMasseyBestRank,LMasseyWorstRank,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF,WCoachStartDayNum,WCoachEndDayNum,LCoachStartDayNum,LCoachEndDayNum,WMasseyDayNum,WMasseySystemCount,WMasseyTop10Count,WMasseyTop25Count,WMassey_BOB,WMassey_COL,WMassey_DOK,WMassey_MAS,WMassey_MOR,WMassey_POM,WMassey_RPI,WMassey_SAG,WMassey_WLK,LMasseyDayNum,LMasseySystemCount,LMasseyTop10Count,LMasseyTop25Count,LMassey_BOB,LMassey_COL,LMassey_DOK,LMassey_MAS,LMassey_MOR,LMassey_POM,LMassey_RPI,LMassey_SAG,LMassey_WLK,_row_order,_is_tournament
M_2019_136_1261_1463,M,2019,136,NCAATourney,0,1,1,1261,1463,79,74,5,153,N,1,0,0,0,0,0,W03,3.0,W,W14,14.0,W,will_wade,james_jones,16.08955223880597,15.0,8.0,28.0,77.203125,76.5,39.0,106.0,28,61,4,17,19,28,12,34,12,11,7,6,11,27,72,8,37,12,15,12,26,8,9,5,5,16,0.0,154.0,0.0,154.0,133.0,67.0,7.0,65.0,,11.0,18.0,12.0,22.0,18.0,,20.0,16.0,133.0,64.0,0.0,0.0,,61.0,81.0,73.0,94.0,82.0,,94.0,76.0,88566,True
M_2019_136_1266_1293,M,2019,136,NCAATourney,0,1,1,1293,1266,83,64,19,147,N,1,0,0,0,0,0,X12,12.0,X,X05,5.0,X,matt_mcmahon,steve_wojciechowski,48.296875,50.0,21.0,84.0,25.848484848484848,26.0,18.0,35.0,30,56,9,18,14,24,8,34,23,12,6,5,14,24,74,8,31,8,12,19,25,6,12,9,5,20,0.0,154.0,0.0,154.0,133.0,64.0,0.0,1.0,,44.0,56.0,36.0,36.0,52.0,,56.0,53.0,133.0,66.0,0.0,29.0,,24.0,27.0,30.0,21.0,27.0,,23.0,26.0,88567,True
M_2019_136_1276_1285,M,2019,136,NCAATourney,0,1,1,1276,1285,74,55,19,129,N,1,0,0,0,0,0,X02,2.0,X,X15,15.0,X,john_beilein,travis_decuire,7.17910447761194,7.0,4.0,12.0,112.0,116.0,50.0,151.0,25,51,5,17,19,24,6,33,15,12,6,1,14,20,60,6,24,9,13,8,22,10,10,8,3,19,0.0,154.0,0.0,154.0,133.0,67.0,63.0,67.0,,8.0,8.0,7.0,7.0,5.0,,8.0,6.0,133.0,64.0,0.0,0.0,,105.0,102.0,110.0,81.0,137.0,,131.0,136.0,88568,True
M_2019_136_1330_1345,M,2019,136,NCAATourney,0,1,1,1345,1330,61,48,13,109,N,1,0,0,0,0,0,Z03,3.0,Z,Z14,14.0,Z,matt_painter,jeff_a_jones,13.73134328358209,13.0,7.0,34.0,90.875,88.0,35.0,131.0,20,53,9,30,12,18,9,36,12,11,4,2,12,18,67,6,25,6,6,13,28,4,9,7,5,20,0.0,154.0,0.0,154.0,133.0,67.0,21.0,64.0,,18.0,10.0,19.0,13.0,10.0,,10.0,10.0,133.0,64.0,0.0,0.0,,58.0,111.0,74.0,104.0,112.0,,111.0,114.0,88569,True
M_2019_136_1371_1459,M,2019,136,NCAATourney,0,1,1,1459,1371,84,68,16,152,N,1,0,0,0,0,0,Y07,7.0,Y,Y10,10.0,Y,mike_young,kevin_willard,23.34328358208955,23.0,10.0,48.0,49.25,50.0,27.0,120.0,26,54,13,28,19,23,6,20,11,9,3,4,14,25,62,9,27,9,15,11,21,12,13,4,3,19,0.0,154.0,0.0,154.0,133.0,67.0,1.0,45.0,,25.0,28.0,11.0,14.0,19.0,,34.0,23.0,133.0,64.0,0.0,0.0,,43.0,50.0,37.0,48.0,55.0,,49.0,51.0,88570,True
M_2019_136_1388_1437,M,2019,136,NCAATourney,0,1,1,1437,1388,61,57,4,118,N,1,0,0,0,0,0,Z06,6.0,Z,Z11,11.0,Z,jay_wright,randy_bennett,23.402985074626866,23.0,13.0,35.0,40.984375,41.0,11.0,61.0,24,49,8,20,5,9,5,24,11,7,3,3,7,23,55,8,22,3,6,10,23,9,8,3,3,13,0.0,154.0,0.0,154.0,133.0,67.0,0.0,47.0,,19.0,23.0,23.0,25.0,26.0,,18.0,25.0,133.0,64.0,0.0,6.0,,53.0,32.0,33.0,29.0,31.0,,38.0,35.0,88571,True
M_2019_137_1113_1138,M,2019,137,NCAATourney,0,1,1,1138,1113,91,74,17,165,N,1,0,0,0,0,0,X06,6.0,X,X11a,11.0,X,nate_oats,bobby_hurley,17.35820895522388,17.0,4.0,31.0,53.90625,54.0,33.0,69.0,31,60,10,27,19,26,13,29,15,15,7,1,20,26,60,3,22,19,20,6,20,12,11,9,4,22,0.0,154.0,0.0,154.0,133.0,67.0,7.0,60.0,,14.0,15.0,14.0,18.0,22.0,,26.0,21.0,133.0,64.0,0.0,0.0,,41.0,48.0,61.0,56.0,61.0,,52.0,55.0,88572,True
M_2019_137_1153_1234,M,2019,137,NCAATourney,0,1,1,1234,1153,79,72,7,151,N,1,0,0,0,0,0,Z10,10.0,Z,Z07,7.0,Z,fran_mccaffery,mick_cronin,39.8125,37.0,24.0,79.0,24.49253731343284,24.0,10.0,39.0,29,53,11,22,10,16,7,26,15,14,1,1,15,28,65,6,27,10,14,12,20,9,7,4,2,18,0.0,154.0,0.0,154.0,133.0,64.0,0.0,1.0,,36.0,46.0,32.0,34.0,36.0,,42.0,37.0,133.0,67.0,1.0,39.0,,16.0,25.0,21.0,20.0,32.0,,27.0,28.0,88573,True
M_2019_137_1159_1397,M,2019,137,NCAATourney,0,1,1,1397,1159,77,70,7,147,N,1,0,0,0,0,0,Z02,2.0,Z,Z15,15.0,Z,rick_barnes,matt_langel,6.731343283582089,7.0,3.0,17.0,122.921875,128.5,74.0,168.0,30,64,9,26,8,11,12,23,13,8,7,5,12,25,56,15,29,5,6,8,23,10,13,3,1,15,0.0,154.0,0.0,154.0,133.0,67.0,64.0,67.0,,3.0,7.0,5.0,10.0,8.0,,7.0,7.0,133.0,64.0,0.0,0.0,,114.0,137.0,117.0,105.0,129.0,,137.0,130.0,88574,True
M_2019_137_1181_1295,M,2019,137,NCAATourney,0,1,1,1181,1295,85,62,23,147,N,1,0,0,0,0,0,W01,1.0,W,W16a,16.0,W,mike_krzyzewski,david_richman,2.0,2.0,1.0,4.0,194.890625,196.0,152.0,236.0,33,65,8,19,11,17,8,30,14,6,6,7,14,21,58,8,29,12,14,6,28,7,13,1,2,17,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,1.0,3.0,1.0,1.0,3.0,,1.0,2.0,133.0,64.0,0.0,0.0,,191.0,189.0,176.0,231.0,199.0,,193.0,194.0,88575,True
M_2019_137_1205_1438,M,2019,137,NCAATourney,0,1,1,1438,1205,71,56,15,127,N,1,0,0,0,0,0,Z01,1.0,Z,Z16,16.0,Z,tony_bennett,tim_craft,1.8507462686567164,2.0,1.0,4.0,163.65625,167.0,110.0,210.0,28,54,7,23,8,13,12,23,12,15,10,3,9,22,50,9,23,3,4,5,16,10,16,5,2,16,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,2.0,2.0,2.0,3.0,1.0,,2.0,1.0,133.0,64.0,0.0,0.0,,160.0,198.0,136.0,170.0,167.0,,178.0,167.0,88576,True
M_2019_137_1209_1222,M,2019,137,NCAATourney,0,1,1,1222,1209,84,55,29,139,N,1,0,0,0,0,0,Y03,3.0,Y,Y14,14.0,Y,kelvin_sampson,ron_hunter,11.0,11.0,1.0,20.0,93.671875,97.0,47.0,131.0,33,64,8,29,10,13,13,38,22,11,3,5,14,18,60,6,23,13,17,7,20,5,7,6,1,11,0.0,154.0,0.0,154.0,133.0,67.0,31.0,67.0,,7.0,12.0,13.0,16.0,15.0,,17.0,14.0,133.0,64.0,0.0,0.0,,64.0,117.0,69.0,131.0,111.0,,112.0,103.0,88577,True
M_2019_137_1233_1314,M,2019,137,NCAATourney,0,1,1,1314,1233,88,73,15,161,N,1,0,0,0,0,0,Y01,1.0,Y,Y16,16.0,Y,roy_williams,tim_cluess,4.1940298507462686,4.0,1.0,8.0,200.828125,201.0,118.0,257.0,35,75,7,22,11,15,20,32,16,12,3,0,16,22,55,15,41,14,15,2,24,11,12,6,1,14,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,4.0,4.0,3.0,4.0,6.0,,3.0,4.0,133.0,64.0,0.0,0.0,,211.0,184.0,182.0,163.0,197.0,,188.0,200.0,88578,True
M_2019_137_1235_1326,M,2019,137,NCAATourney,0,1,1,1326,1235,62,59,3,121,N,1,0,0,0,0,0,Y11,11.0,Y,Y06,6.0,Y,chris_holtmann,steve_prohm,47.40625,45.0,32.0,89.0,21.16417910447761,20.0,14.0,43.0,23,58,5,20,11,14,12,26,12,11,7,2,12,23,53,6,22,7,10,6,25,9,12,9,2,15,0.0,154.0,0.0,154.0,133.0,64.0,0.0,0.0,,52.0,51.0,43.0,42.0,45.0,,41.0,45.0,133.0,67.0,0.0,52.0,,26.0,17.0,22.0,15.0,16.0,,15.0,18.0,88579,True
M_2019_137_1243_1414,M,2019,137,NCAATourney,0,1,1,1414,1243,70,64,6,134,N,1,0,0,0,0,0,Z13,13.0,Z,Z04,4.0,Z,russ_turner,bruce_weber,66.984375,67.0,28.0,130.0,20.55223880597015,20.0,12.0,38.0,22,50,9,23,17,19,8,25,10,14,9,1,13,22,59,8,27,12,15,13,21,10,13,5,1,18,0.0,154.0,0.0,154.0,133.0,64.0,0.0,0.0,,50.0,78.0,52.0,63.0,75.0,,84.0,77.0,133.0,67.0,0.0,59.0,,15.0,21.0,20.0,28.0,23.0,,19.0,19.0,88580,True
M_2019_137_1251_1280,M,2019,137,NCAATourney,0,1,1,1251,1280,80,76,4,156,N,1,0,0,0,0,0,W12,12.0,W,W05,5.0,W,ritchie_mckay,ben_howland,77.71875,77.0,40.0,116.0,22.5,22.0,15.0,33.0,24,52,12,25,20,25,7,21,16,10,4,1,15,25,52,8,22,18,23,8,24,11,12,7,8,22,0.0,154.0,0.0,154.0,133.0,64.0,0.0,0.0,,75.0,92.0,56.0,84.0,63.0,,108.0,78.0,133.0,64.0,0.0,56.0,,20.0,20.0,24.0,23.0,21.0,,21.0,20.0,88581,True
M_2019_137_1279_1328,M,2019,137,NCAATourney,0,1,1,1328,1279,95,72,23,167,N,1,0,0,0,0,0,Z09,9.0,Z,Z08,8.0,Z,lon_kruger,kermit_davis,38.546875,36.5,26.0,74.0,45.875,45.0,33.0,75.0,34,59,6,13,21,26,6,25,15,4,10,2,13,29,62,11,31,3,4,8,22,16,11,1,2,24,0.0,154.0,0.0,154.0,133.0,64.0,0.0,0.0,,31.0,40.0,46.0,40.0,38.0,,31.0,32.0,133.0,64.0,0.0,0.0,,45.0,38.0,45.0,49.0,44.0,,46.0,40.0,88582,True
M_2019_137_1297_1403,M,2019,137,NCAATourney,0,1,1,1403,1297,72,57,15,129,N,1,0,0,0,0,0,X03,3.0,X,X14,14.0,X,chris_beard,john_brannen,10.552238805970148,10.0,5.0,28.0,98.75,100.5,44.0,142.0,28,53,6,17,10,17,2,29,18,11,7,8,9,23,62,5,22,6,8,12,27,11,17,6,3,17,0.0,154.0,0.0,154.0,133.0,67.0,44.0,66.0,,13.0,9.0,17.0,11.0,9.0,,9.0,9.0,133.0,64.0,0.0,0.0,,94.0,109.0,97.0,65.0,100.0,,110.0,106.0,88583,True
M_2019_137_1332_1458,M,2019,137,NCAATourney,0,1,1,1332,1458,72,54,18,126,N,1,0,0,0,0,0,Z12,12.0,Z,Z05,5.0,Z,dana_altman,greg_gard,45.765625,44.5,23.0,68.0,18.85074626865672,18.0,11.0,38.0,28,51,7,15,9,11,6,28,12,12,6,5,14,20,60,6,30,8,13,16,19,9,13,8,1,15,0.0,154.0,0.0,154.0,133.0,64.0,0.0,1.0,,51.0,36.0,48.0,35.0,43.0,,33.0,41.0,133.0,67.0,0.0,60.0,,21.0,22.0,18.0,19.0,12.0,,16.0,15.0,88584,True
M_2019_137_1387_1439,M,2019,137,NCAATourney,0,1,1,1439,1387,66,52,14,118,N,1,0,0,0,0,0,W04,4.0,W,W13,13.0,W,buzz_williams,travis_ford,15.92537313432836,16.0,8.0,29.0,92.328125,91.0,59.0,117.0,20,48,4,10,22,27,5,24,10,11,9,0,14,19,52,4,23,10,16,11,25,6,18,6,4,23,0.0,154.0,0.0,154.0,133.0,67.0,4.0,65.0,,23.0,16.0,15.0,9.0,11.0,,12.0,13.0,133.0,64.0,0.0,0.0,,82.0,99.0,79.0,89.0,104.0,,100.0,97.0,88585,True
M_2019_137_1416_1433,M,2019,137,NCAATourney,0,1,1,1416,1433,73,58,15,131,N,1,0,0,0,0,0,W09,9.0,W,W08,8.0,W,johnny_dawkins,mike_rhoades,37.9375,37.0,13.0,55.0,36.828125,36.0,5.0,57.0,28,57,9,14,8,11,10,32,12,15,6,6,14,19,61,6,26,14,17,13,21,6,12,8,3,16,0.0,154.0,0.0,154.0,133.0,64.0,0.0,2.0,,29.0,37.0,47.0,47.0,46.0,,39.0,42.0,133.0,64.0,1.0,9.0,,30.0,39.0,55.0,41.0,37.0,,51.0,36.0,88586,True
M_2019_137_1429_1449,M,2019,137,NCAATourney,0,1,1,1449,1429,78,61,17,139,N,1,0,0,0,0,0,Y09,9.0,Y,Y08,8.0,Y,mike_hopkins,craig_smith,41.046875,42.0,19.0,70.0,34.621212121212125,34.5,16.0,55.0,25,51,10,17,18,21,7,22,14,15,10,6,18,19,54,7,20,16,20,15,20,13,21,3,4,18,0.0,154.0,0.0,154.0,133.0,64.0,0.0,4.0,,28.0,42.0,41.0,55.0,51.0,,50.0,48.0,133.0,66.0,0.0,10.0,,32.0,33.0,27.0,38.0,34.0,,45.0,38.0,88587,True
M_2019_138_1120_1242,M,2019,138,NCAATourney,0,1,1,1120,1242,89,75,14,164,N,1,0,0,0,0,0,Y05,5.0,Y,Y04,4.0,Y,bruce_pearl,bill_self,14.26865671641791,14.0,6.0,25.0,15.552238805970148,15.0,4.0,33.0,32,61,13,30,12,15,6,21,17,7,9,3,21,27,59,6,19,15,18,13,25,13,16,4,1,17,0.0,154.0,0.0,154.0,133.0,67.0,6.0,67.0,,17.0,11.0,10.0,6.0,13.0,,11.0,11.0,133.0,67.0,9.0,64.0,,9.0,19.0,16.0,27.0,20.0,,14.0,17.0,88588,True
M_2019_138_1124_1211,M,2019,138,NCAATourney,0,1,1,1211,1124,83,71,12,154,N,1,0,0,0,0,0,X01,1.0,X,X09,9.0,X,mark_few,scott_drew,4.358208955223881,3.0,1.0,22.0,47.53125,46.0,34.0,78.0,31,57,7,20,14,21,13,26,19,11,6,7,21,25,60,4,21,17,22,12,15,10,10,6,3,20,0.0,154.0,0.0,154.0,133.0,67.0,63.0,67.0,,10.0,1.0,9.0,2.0,2.0,,5.0,5.0,133.0,64.0,0.0,0.0,,47.0,41.0,50.0,53.0,41.0,,44.0,43.0,88589,True
M_2019_138_1196_1276,M,2019,138,NCAATourney,0,1,1,1276,1196,64,49,15,113,N,1,0,0,0,0,0,X02,2.0,X,X10,10.0,X,john_beilein,michael_white,7.17910447761194,7.0,4.0,12.0,36.96875,33.0,16.0,98.0,24,57,7,21,9,12,11,31,13,10,5,3,10,19,55,9,26,2,2,5,24,11,9,5,0,13,0.0,154.0,0.0,154.0,133.0,67.0,63.0,67.0,,8.0,8.0,7.0,7.0,5.0,,8.0,6.0,133.0,64.0,0.0,7.0,,46.0,29.0,29.0,33.0,28.0,,28.0,29.0,88590,True
M_2019_138_1199_1293,M,2019,138,NCAATourney,0,1,1,1199,1293,90,62,28,152,N,1,0,0,0,0,0,X04,4.0,X,X12,12.0,X,leonard_hamilton,matt_mcmahon,13.134328358208956,13.0,8.0,23.0,48.296875,50.0,21.0,84.0,36,71,11,27,7,9,15,30,21,12,11,6,16,20,61,7,18,15,21,13,20,7,13,8,2,8,0.0,154.0,0.0,154.0,133.0,67.0,13.0,67.0,,12.0,14.0,8.0,12.0,14.0,,13.0,12.0,133.0,64.0,0.0,1.0,,44.0,56.0,36.0,36.0,52.0,,56.0,53.0,88591,True
M_2019_138_1246_1459,M,2019,138,NCAATourney,0,1,1,1246,1459,62,56,6,118,N,1,0,0,0,0,0,Y02,2.0,Y,Y07,7.0,Y,john_calipari,mike_young,7.223880597014926,7.0,4.0,10.0,23.34328358208955,23.0,10.0,48.0,21,52,3,13,17,20,11,25,9,9,7,1,13,21,56,8,27,6,9,9,21,10,9,3,2,17,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,6.0,5.0,6.0,8.0,7.0,,6.0,8.0,133.0,67.0,1.0,45.0,,25.0,28.0,11.0,14.0,19.0,,34.0,23.0,88592,True
M_2019_138_1261_1268,M,2019,138,NCAATourney,0,1,1,1261,1268,69,67,2,136,N,1,0,0,0,0,0,W03,3.0,W,W06,6.0,W,will_wade,mark_turgeon,16.08955223880597,15.0,8.0,28.0,26.140625,26.0,15.0,42.0,24,65,7,24,14,16,10,24,12,10,6,4,16,21,63,9,28,16,23,14,28,12,12,6,7,13,0.0,154.0,0.0,154.0,133.0,67.0,7.0,65.0,,11.0,18.0,12.0,22.0,18.0,,20.0,16.0,133.0,64.0,0.0,29.0,,27.0,30.0,26.0,30.0,24.0,,29.0,24.0,88593,True
M_2019_138_1277_1278,M,2019,138,NCAATourney,0,1,1,1277,1278,70,50,20,120,N,1,0,0,0,0,0,W02,2.0,W,W10,10.0,W,tom_izzo,richard_pitino,5.149253731343284,5.0,1.0,18.0,44.9375,44.0,25.0,83.0,28,49,6,15,8,11,11,34,16,22,4,3,18,18,59,2,22,12,14,7,12,7,6,10,1,13,0.0,154.0,0.0,154.0,133.0,67.0,66.0,67.0,,5.0,6.0,4.0,5.0,4.0,,4.0,3.0,133.0,64.0,0.0,1.0,,37.0,52.0,28.0,58.0,47.0,,43.0,39.0,88594,True
M_2019_138_1345_1437,M,2019,138,NCAATourney,0,1,1,1345,1437,87,61,26,148,N,1,0,0,0,0,0,Z03,3.0,Z,Z06,6.0,Z,matt_painter,jay_wright,13.73134328358209,13.0,7.0,34.0,23.402985074626866,23.0,13.0,35.0,29,54,16,30,13,16,12,30,19,12,3,2,13,20,58,11,38,10,11,9,15,7,10,7,0,15,0.0,154.0,0.0,154.0,133.0,67.0,21.0,64.0,,18.0,10.0,19.0,13.0,10.0,,10.0,10.0,133.0,67.0,0.0,47.0,,19.0,23.0,23.0,25.0,26.0,,18.0,25.0,88595,True
M_2019_139_1138_1403,M,2019,139,NCAATourney,0,1,1,1403,1138,78,58,20,136,N,1,0,0,0,0,0,X03,3.0,X,X06,6.0,X,chris_beard,nate_oats,10.552238805970148,10.0,5.0,28.0,17.35820895522388,17.0,4.0,31.0,27,56,5,16,19,25,15,30,11,14,8,3,18,19,52,9,27,11,22,13,19,11,16,7,1,22,0.0,154.0,0.0,154.0,133.0,67.0,44.0,66.0,,13.0,9.0,17.0,11.0,9.0,,9.0,9.0,133.0,67.0,7.0,60.0,,14.0,15.0,14.0,18.0,22.0,,26.0,21.0,88596,True
M_2019_139_1181_1416,M,2019,139,NCAATourney,0,1,1,1181,1416,77,76,1,153,N,1,0,0,0,0,0,W01,1.0,W,W09,9.0,W,mike_krzyzewski,johnny_dawkins,2.0,2.0,1.0,4.0,37.9375,37.0,13.0,55.0,30,67,10,25,7,12,13,23,15,8,8,3,18,26,54,9,18,15,20,7,27,16,11,5,5,16,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,1.0,3.0,1.0,1.0,3.0,,1.0,2.0,133.0,64.0,0.0,2.0,,29.0,37.0,47.0,47.0,46.0,,39.0,42.0,88597,True
M_2019_139_1222_1326,M,2019,139,NCAATourney,0,1,1,1222,1326,74,59,15,133,N,1,0,0,0,0,0,Y03,3.0,Y,Y11,11.0,Y,kelvin_sampson,chris_holtmann,11.0,11.0,1.0,20.0,47.40625,45.0,32.0,89.0,26,56,5,19,17,25,9,28,10,6,12,2,20,19,49,10,29,11,16,6,25,12,14,4,0,20,0.0,154.0,0.0,154.0,133.0,67.0,31.0,67.0,,7.0,12.0,13.0,16.0,15.0,,17.0,14.0,133.0,64.0,0.0,0.0,,52.0,51.0,43.0,42.0,45.0,,41.0,45.0,88598,True
M_2019_139_1234_1397,M,2019,139,NCAATourney,0,1,1,1397,1234,83,77,6,160,N,1,0,0,0,0,1,Z02,2.0,Z,Z10,10.0,Z,rick_barnes,fran_mccaffery,6.731343283582089,7.0,3.0,17.0,39.8125,37.0,24.0,79.0,28,60,8,20,19,23,13,28,12,17,6,5,23,23,59,7,21,24,32,13,21,8,12,6,3,21,0.0,154.0,0.0,154.0,133.0,67.0,64.0,67.0,,3.0,7.0,5.0,10.0,8.0,,7.0,7.0,133.0,64.0,0.0,1.0,,36.0,46.0,32.0,34.0,36.0,,42.0,37.0,88599,True
M_2019_139_1251_1439,M,2019,139,NCAATourney,0,1,1,1439,1251,67,58,9,125,N,1,0,0,0,0,0,W04,4.0,W,W12,12.0,W,buzz_williams,ritchie_mckay,15.92537313432836,16.0,8.0,29.0,77.71875,77.0,40.0,116.0,24,57,7,16,12,16,8,26,11,7,10,1,14,18,47,10,31,12,14,4,29,11,12,2,4,15,0.0,154.0,0.0,154.0,133.0,67.0,4.0,65.0,,23.0,16.0,15.0,9.0,11.0,,12.0,13.0,133.0,64.0,0.0,0.0,,75.0,92.0,56.0,84.0,63.0,,108.0,78.0,88600,True
M_2019_139_1314_1449,M,2019,139,NCAATourney,0,1,1,1314,1449,81,59,22,140,N,1,0,0,0,0,0,Y01,1.0,Y,Y09,9.0,Y,roy_williams,mike_hopkins,4.1940298507462686,4.0,1.0,8.0,41.046875,42.0,19.0,70.0,32,63,9,21,8,10,15,33,18,15,5,1,13,23,60,9,29,4,10,8,16,8,12,7,6,10,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,4.0,4.0,3.0,4.0,6.0,,3.0,4.0,133.0,64.0,0.0,4.0,,28.0,42.0,41.0,55.0,51.0,,50.0,48.0,88601,True
M_2019_139_1328_1438,M,2019,139,NCAATourney,0,1,1,1438,1328,63,51,12,114,N,1,0,0,0,0,0,Z01,1.0,Z,Z09,9.0,Z,tony_bennett,lon_kruger,1.8507462686567164,2.0,1.0,4.0,38.546875,36.5,26.0,74.0,27,56,7,24,2,5,8,28,10,6,6,6,11,19,52,8,22,5,6,6,23,9,7,3,1,10,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,2.0,2.0,2.0,3.0,1.0,,2.0,1.0,133.0,64.0,0.0,0.0,,31.0,40.0,46.0,40.0,38.0,,31.0,32.0,88602,True
M_2019_139_1332_1414,M,2019,139,NCAATourney,0,1,1,1332,1414,73,54,19,127,N,1,0,0,0,0,0,Z12,12.0,Z,Z13,13.0,Z,dana_altman,russ_turner,45.765625,44.5,23.0,68.0,66.984375,67.0,28.0,130.0,27,59,13,25,6,8,13,18,14,7,7,8,15,20,51,5,18,9,13,13,21,6,15,2,3,12,0.0,154.0,0.0,154.0,133.0,64.0,0.0,1.0,,51.0,36.0,48.0,35.0,43.0,,33.0,41.0,133.0,64.0,0.0,0.0,,50.0,78.0,52.0,63.0,75.0,,84.0,77.0,88603,True
M_2019_143_1199_1211,M,2019,143,NCAATourney,0,1,1,1211,1199,72,58,14,130,N,1,0,0,0,0,0,X01,1.0,X,X04,4.0,X,mark_few,leonard_hamilton,4.358208955223881,3.0,1.0,22.0,13.134328358208956,13.0,8.0,23.0,25,62,7,19,15,20,13,32,11,14,6,6,16,24,61,3,20,7,11,7,29,10,14,9,6,20,0.0,154.0,0.0,154.0,133.0,67.0,63.0,67.0,,10.0,1.0,9.0,2.0,2.0,,5.0,5.0,133.0,67.0,13.0,67.0,,12.0,14.0,8.0,12.0,14.0,,13.0,12.0,88604,True
M_2019_143_1276_1403,M,2019,143,NCAATourney,0,1,1,1403,1276,63,44,19,107,N,1,0,0,0,0,0,X03,3.0,X,X02,2.0,X,chris_beard,john_beilein,10.552238805970148,10.0,5.0,28.0,7.17910447761194,7.0,4.0,12.0,24,55,6,19,9,10,6,25,12,8,8,4,17,16,49,1,19,11,17,9,26,9,14,5,2,13,0.0,154.0,0.0,154.0,133.0,67.0,44.0,66.0,,13.0,9.0,17.0,11.0,9.0,,9.0,9.0,133.0,67.0,63.0,67.0,,8.0,8.0,7.0,7.0,5.0,,8.0,6.0,88605,True
M_2019_143_1332_1438,M,2019,143,NCAATourney,0,1,1,1438,1332,53,49,4,102,N,1,0,0,0,0,0,Z01,1.0,Z,Z12,12.0,Z,tony_bennett,dana_altman,1.8507462686567164,2.0,1.0,4.0,45.765625,44.5,23.0,68.0,20,56,9,33,4,5,11,23,14,8,4,2,13,17,45,9,25,6,8,6,25,8,11,5,1,14,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,2.0,2.0,2.0,3.0,1.0,,2.0,1.0,133.0,64.0,0.0,1.0,,51.0,36.0,48.0,35.0,43.0,,33.0,41.0,88606,True
M_2019_143_1345_1397,M,2019,143,NCAATourney,0,1,1,1345,1397,99,94,5,193,N,1,0,0,0,0,1,Z03,3.0,Z,Z02,2.0,Z,matt_painter,rick_barnes,13.73134328358209,13.0,7.0,34.0,6.731343283582089,7.0,3.0,17.0,34,63,15,31,16,33,11,32,16,8,4,5,23,34,68,12,24,14,28,11,27,16,7,5,5,26,0.0,154.0,0.0,154.0,133.0,67.0,21.0,64.0,,18.0,10.0,19.0,13.0,10.0,,10.0,10.0,133.0,67.0,64.0,67.0,,3.0,7.0,5.0,10.0,8.0,,7.0,7.0,88607,True
M_2019_144_1120_1314,M,2019,144,NCAATourney,0,1,1,1120,1314,97,80,17,177,N,1,0,0,0,0,0,Y05,5.0,Y,Y01,1.0,Y,bruce_pearl,roy_williams,14.26865671641791,14.0,6.0,25.0,4.1940298507462686,4.0,1.0,8.0,36,66,17,37,8,17,10,26,21,11,8,6,17,28,65,7,28,17,22,14,26,16,14,7,2,16,0.0,154.0,0.0,154.0,133.0,67.0,6.0,67.0,,17.0,11.0,10.0,6.0,13.0,,11.0,11.0,133.0,67.0,67.0,67.0,,4.0,4.0,3.0,4.0,6.0,,3.0,4.0,88608,True
M_2019_144_1181_1439,M,2019,144,NCAATourney,0,1,1,1181,1439,75,73,2,148,N,1,0,0,0,0,0,W01,1.0,W,W04,4.0,W,mike_krzyzewski,buzz_williams,2.0,2.0,1.0,4.0,15.92537313432836,16.0,8.0,29.0,31,56,6,20,7,10,8,22,22,11,6,6,15,25,62,9,26,14,18,17,19,19,11,4,3,15,0.0,154.0,0.0,154.0,133.0,67.0,67.0,67.0,,1.0,3.0,1.0,1.0,3.0,,1.0,2.0,133.0,67.0,4.0,65.0,,23.0,16.0,15.0,9.0,11.0,,12.0,13.0,88609,True
